timestamp,expiry,strike,illiquid,dte,underlying,option_type,ltp
2026-08-28 10:30:00,2026-09-24,22100.0,False,27,NIFTY,CE,238.71
2026-08-28 10:30:00,2026-09-24,22100.0,False,27,NIFTY,PE,458.81
2026-08-28 10:30:00,2026-09-24,22200.0,False,27,NIFTY,CE,197.78
2026-08-28 10:30:00,2026-09-24,22200.0,False,27,NIFTY,PE,517.6
2026-08-28 10:30:00,2026-09-24,22300.0,False,27,NIFTY,CE,162.09
2026-08-28 10:30:00,2026-09-24,22300.0,False,27,NIFTY,PE,580.05
2026-08-28 10:30:00,2026-09-24,22400.0,False,27,NIFTY,CE,131.37
2026-08-28 10:30:00,2026-09-24,22400.0,False,27,NIFTY,PE,645.99
2026-08-28 10:30:00,2026-09-24,22500.0,False,27,NIFTY,CE,105.26
2026-08-28 10:30:00,2026-09-24,22500.0,False,27,NIFTY,PE,715.22
2026-08-28 10:30:00,2026-09-24,22600.0,False,27,NIFTY,CE,83.37
2026-08-28 10:30:00,2026-09-24,22600.0,False,27,NIFTY,PE,787.56
2026-08-28 10:30:00,2026-09-24,22700.0,False,27,NIFTY,CE,65.25
2026-08-28 10:30:00,2026-09-24,22700.0,False,27,NIFTY,PE,862.78
2026-08-28 10:30:00,2026-09-24,22800.0,False,27,NIFTY,CE,50.47
2026-08-28 10:30:00,2026-09-24,22800.0,False,27,NIFTY,PE,940.69
2026-08-28 10:30:00,2026-09-24,22900.0,False,27,NIFTY,CE,38.57
2026-08-28 10:30:00,2026-09-24,22900.0,False,27,NIFTY,PE,1021.04
2026-08-28 10:30:00,2026-09-24,23000.0,False,27,NIFTY,CE,29.11
2026-08-28 10:30:00,2026-09-24,23000.0,False,27,NIFTY,PE,1103.65
2026-08-28 10:30:00,2026-09-24,23100.0,False,27,NIFTY,CE,21.71
2026-08-28 10:30:00,2026-09-24,23100.0,False,27,NIFTY,PE,1188.29
2026-08-28 10:30:00,2026-09-24,23200.0,False,27,NIFTY,CE,15.99
2026-08-28 10:30:00,2026-09-24,23200.0,False,27,NIFTY,PE,1274.78
2026-08-28 11:30:00,2026-09-24,20800.0,False,27,NIFTY,CE,1223.55
2026-08-28 11:30:00,2026-09-24,20800.0,False,27,NIFTY,PE,52.47
2026-08-28 11:30:00,2026-09-24,20900.0,False,27,NIFTY,CE,1129.84
2026-08-28 11:30:00,2026-09-24,20900.0,False,27,NIFTY,PE,64.93
2026-08-28 11:30:00,2026-09-24,21000.0,False,27,NIFTY,CE,1037.74
2026-08-28 11:30:00,2026-09-24,21000.0,False,27,NIFTY,PE,79.64
2026-08-28 11:30:00,2026-09-24,21100.0,False,27,NIFTY,CE,947.6
2026-08-28 11:30:00,2026-09-24,21100.0,False,27,NIFTY,PE,96.84
2026-08-28 11:30:00,2026-09-24,21200.0,False,27,NIFTY,CE,859.8
2026-08-28 11:30:00,2026-09-24,21200.0,False,27,NIFTY,PE,116.77
2026-08-28 11:30:00,2026-09-24,21300.0,False,27,NIFTY,CE,774.74
2026-08-28 11:30:00,2026-09-24,21300.0,False,27,NIFTY,PE,139.67
2026-08-28 11:30:00,2026-09-24,21400.0,False,27,NIFTY,CE,692.86
2026-08-28 11:30:00,2026-09-24,21400.0,False,27,NIFTY,PE,165.75
2026-08-28 11:30:00,2026-09-24,21500.0,False,27,NIFTY,CE,614.59
2026-08-28 11:30:00,2026-09-24,21500.0,False,27,NIFTY,PE,195.2
2026-08-28 11:30:00,2026-09-24,21600.0,False,27,NIFTY,CE,540.36
2026-08-28 11:30:00,2026-09-24,21600.0,False,27,NIFTY,PE,228.21
2026-08-28 11:30:00,2026-09-24,21700.0,False,27,NIFTY,CE,470.6
2026-08-28 11:30:00,2026-09-24,21700.0,False,27,NIFTY,PE,264.89
2026-08-28 11:30:00,2026-09-24,21800.0,False,27,NIFTY,CE,405.65
2026-08-28 11:30:00,2026-09-24,21800.0,False,27,NIFTY,PE,305.38
2026-08-28 11:30:00,2026-09-24,21900.0,False,27,NIFTY,CE,345.84
2026-08-28 11:30:00,2026-09-24,21900.0,False,27,NIFTY,PE,349.73
2026-08-28 11:30:00,2026-09-24,22000.0,False,27,NIFTY,CE,291.39
2026-08-28 11:30:00,2026-09-24,22000.0,False,27,NIFTY,PE,397.99
2026-08-28 11:30:00,2026-09-24,22100.0,False,27,NIFTY,CE,244.13
2026-08-28 11:30:00,2026-09-24,22100.0,False,27,NIFTY,PE,452.23
2026-08-28 11:30:00,2026-09-24,22200.0,False,27,NIFTY,CE,202.56
2026-08-28 11:30:00,2026-09-24,22200.0,False,27,NIFTY,PE,510.57
2026-08-28 11:30:00,2026-09-24,22300.0,False,27,NIFTY,CE,166.25
2026-08-28 11:30:00,2026-09-24,22300.0,False,27,NIFTY,PE,572.58
2026-08-28 11:30:00,2026-09-24,22400.0,False,27,NIFTY,CE,134.94
2026-08-28 11:30:00,2026-09-24,22400.0,False,27,NIFTY,PE,638.1
2026-08-28 11:30:00,2026-09-24,22500.0,False,27,NIFTY,CE,108.29
2026-08-28 11:30:00,2026-09-24,22500.0,False,27,NIFTY,PE,706.94
2026-08-28 11:30:00,2026-09-24,22600.0,False,27,NIFTY,CE,85.9
2026-08-28 11:30:00,2026-09-24,22600.0,False,27,NIFTY,PE,778.91
2026-08-28 11:30:00,2026-09-24,22700.0,False,27,NIFTY,CE,67.34
2026-08-28 11:30:00,2026-09-24,22700.0,False,27,NIFTY,PE,853.79
2026-08-28 11:30:00,2026-09-24,22800.0,False,27,NIFTY,CE,52.17
2026-08-28 11:30:00,2026-09-24,22800.0,False,27,NIFTY,PE,931.37
2026-08-28 11:30:00,2026-09-24,22900.0,False,27,NIFTY,CE,39.93
2026-08-28 11:30:00,2026-09-24,22900.0,False,27,NIFTY,PE,1011.44
2026-08-28 11:30:00,2026-09-24,23000.0,False,27,NIFTY,CE,30.19
2026-08-28 11:30:00,2026-09-24,23000.0,False,27,NIFTY,PE,1093.77
2026-08-28 11:30:00,2026-09-24,23100.0,False,27,NIFTY,CE,22.55
2026-08-28 11:30:00,2026-09-24,23100.0,False,27,NIFTY,PE,1178.17
2026-08-28 11:30:00,2026-09-24,23200.0,False,27,NIFTY,CE,16.64
2026-08-28 11:30:00,2026-09-24,23200.0,False,27,NIFTY,PE,1264.43
2026-08-28 13:15:00,2026-09-24,20800.0,False,27,NIFTY,CE,1246.33
2026-08-28 13:15:00,2026-09-24,20800.0,False,27,NIFTY,PE,49.99
2026-08-28 13:15:00,2026-09-24,20900.0,False,27,NIFTY,CE,1152.29
2026-08-28 13:15:00,2026-09-24,20900.0,False,27,NIFTY,PE,61.97
2026-08-28 13:15:00,2026-09-24,21000.0,False,27,NIFTY,CE,1059.8
2026-08-28 13:15:00,2026-09-24,21000.0,False,27,NIFTY,PE,76.14
2026-08-28 13:15:00,2026-09-24,21100.0,False,27,NIFTY,CE,969.18
2026-08-28 13:15:00,2026-09-24,21100.0,False,27,NIFTY,PE,92.75
2026-08-28 13:15:00,2026-09-24,21200.0,False,27,NIFTY,CE,880.8
2026-08-28 13:15:00,2026-09-24,21200.0,False,27,NIFTY,PE,112.04
2026-08-28 13:15:00,2026-09-24,21300.0,False,27,NIFTY,CE,795.07
2026-08-28 13:15:00,2026-09-24,21300.0,False,27,NIFTY,PE,134.23
2026-08-28 13:15:00,2026-09-24,21400.0,False,27,NIFTY,CE,712.41
2026-08-28 13:15:00,2026-09-24,21400.0,False,27,NIFTY,PE,159.55
2026-08-28 13:15:00,2026-09-24,21500.0,False,27,NIFTY,CE,633.26
2026-08-28 13:15:00,2026-09-24,21500.0,False,27,NIFTY,PE,188.2
2026-08-28 13:15:00,2026-09-24,21600.0,False,27,NIFTY,CE,558.05
2026-08-28 13:15:00,2026-09-24,21600.0,False,27,NIFTY,PE,220.35
2026-08-28 13:15:00,2026-09-24,21700.0,False,27,NIFTY,CE,487.19
2026-08-28 13:15:00,2026-09-24,21700.0,False,27,NIFTY,PE,256.16
2026-08-28 13:15:00,2026-09-24,21800.0,False,27,NIFTY,CE,421.07
2026-08-28 13:15:00,2026-09-24,21800.0,False,27,NIFTY,PE,295.74
2026-08-28 13:15:00,2026-09-24,21900.0,False,27,NIFTY,CE,360.02
2026-08-28 13:15:00,2026-09-24,21900.0,False,27,NIFTY,PE,339.17
2026-08-28 13:15:00,2026-09-24,22000.0,False,27,NIFTY,CE,304.27
2026-08-28 13:15:00,2026-09-24,22000.0,False,27,NIFTY,PE,386.49
2026-08-28 13:15:00,2026-09-24,22100.0,False,27,NIFTY,CE,255.23
2026-08-28 13:15:00,2026-09-24,22100.0,False,27,NIFTY,PE,439.23
2026-08-28 13:15:00,2026-09-24,22200.0,False,27,NIFTY,CE,212.35
2026-08-28 13:15:00,2026-09-24,22200.0,False,27,NIFTY,PE,496.66
2026-08-28 13:15:00,2026-09-24,22300.0,False,27,NIFTY,CE,174.79
2026-08-28 13:15:00,2026-09-24,22300.0,False,27,NIFTY,PE,557.8
2026-08-28 13:15:00,2026-09-24,22400.0,False,27,NIFTY,CE,142.29
2026-08-28 13:15:00,2026-09-24,22400.0,False,27,NIFTY,PE,622.48
2026-08-28 13:15:00,2026-09-24,22500.0,False,27,NIFTY,CE,114.53
2026-08-28 13:15:00,2026-09-24,22500.0,False,27,NIFTY,PE,690.53
2026-08-28 13:15:00,2026-09-24,22600.0,False,27,NIFTY,CE,91.14
2026-08-28 13:15:00,2026-09-24,22600.0,False,27,NIFTY,PE,761.75
2026-08-28 13:15:00,2026-09-24,22700.0,False,27,NIFTY,CE,71.68
2026-08-28 13:15:00,2026-09-24,22700.0,False,27,NIFTY,PE,835.93
2026-08-28 13:15:00,2026-09-24,22800.0,False,27,NIFTY,CE,55.71
2026-08-28 13:15:00,2026-09-24,22800.0,False,27,NIFTY,PE,912.86
2026-08-28 13:15:00,2026-09-24,22900.0,False,27,NIFTY,CE,42.78
2026-08-28 13:15:00,2026-09-24,22900.0,False,27,NIFTY,PE,992.33
2026-08-28 13:15:00,2026-09-24,23000.0,False,27,NIFTY,CE,32.46
2026-08-28 13:15:00,2026-09-24,23000.0,False,27,NIFTY,PE,1074.12
2026-08-28 13:15:00,2026-09-24,23100.0,False,27,NIFTY,CE,24.32
2026-08-28 13:15:00,2026-09-24,23100.0,False,27,NIFTY,PE,1158.01
2026-08-28 13:15:00,2026-09-24,23200.0,False,27,NIFTY,CE,18.01
2026-08-28 13:15:00,2026-09-24,23200.0,False,27,NIFTY,PE,1243.83
2026-08-28 15:20:00,2026-09-24,20800.0,False,27,NIFTY,CE,1269.18
2026-08-28 15:20:00,2026-09-24,20800.0,False,27,NIFTY,PE,47.6
2026-08-28 15:20:00,2026-09-24,20900.0,False,27,NIFTY,CE,1174.83
2026-08-28 15:20:00,2026-09-24,20900.0,False,27,NIFTY,PE,59.13
2026-08-28 15:20:00,2026-09-24,21000.0,False,27,NIFTY,CE,1081.95
2026-08-28 15:20:00,2026-09-24,21000.0,False,27,NIFTY,PE,72.78
2026-08-28 15:20:00,2026-09-24,21100.0,False,27,NIFTY,CE,990.87
2026-08-28 15:20:00,2026-09-24,21100.0,False,27,NIFTY,PE,88.81
2026-08-28 15:20:00,2026-09-24,21200.0,False,27,NIFTY,CE,901.94
2026-08-28 15:20:00,2026-09-24,21200.0,False,27,NIFTY,PE,107.46
2026-08-28 15:20:00,2026-09-24,21300.0,False,27,NIFTY,CE,815.57
2026-08-28 15:20:00,2026-09-24,21300.0,False,27,NIFTY,PE,128.96
2026-08-28 15:20:00,2026-09-24,21400.0,False,27,NIFTY,CE,732.16
2026-08-28 15:20:00,2026-09-24,21400.0,False,27,NIFTY,PE,153.53
2026-08-28 15:20:00,2026-09-24,21500.0,False,27,NIFTY,CE,652.14
2026-08-28 15:20:00,2026-09-24,21500.0,False,27,NIFTY,PE,181.39
2026-08-28 15:20:00,2026-09-24,21600.0,False,27,NIFTY,CE,575.97
2026-08-28 15:20:00,2026-09-24,21600.0,False,27,NIFTY,PE,212.71
2026-08-28 15:20:00,2026-09-24,21700.0,False,27,NIFTY,CE,504.05
2026-08-28 15:20:00,2026-09-24,21700.0,False,27,NIFTY,PE,247.64
2026-08-28 15:20:00,2026-09-24,21800.0,False,27,NIFTY,CE,436.78
2026-08-28 15:20:00,2026-09-24,21800.0,False,27,NIFTY,PE,286.32
2026-08-28 15:20:00,2026-09-24,21900.0,False,27,NIFTY,CE,374.5
2026-08-28 15:20:00,2026-09-24,21900.0,False,27,NIFTY,PE,328.83
2026-08-28 15:20:00,2026-09-24,22000.0,False,27,NIFTY,CE,317.46
2026-08-28 15:20:00,2026-09-24,22000.0,False,27,NIFTY,PE,375.22
2026-08-28 15:20:00,2026-09-24,22100.0,False,27,NIFTY,CE,266.64
2026-08-28 15:20:00,2026-09-24,22100.0,False,27,NIFTY,PE,426.46
2026-08-28 15:20:00,2026-09-24,22200.0,False,27,NIFTY,CE,222.45
2026-08-28 15:20:00,2026-09-24,22200.0,False,27,NIFTY,PE,482.97
2026-08-28 15:20:00,2026-09-24,22300.0,False,27,NIFTY,CE,183.62
2026-08-28 15:20:00,2026-09-24,22300.0,False,27,NIFTY,PE,543.23
2026-08-28 15:20:00,2026-09-24,22400.0,False,27,NIFTY,CE,149.92
2026-08-28 15:20:00,2026-09-24,22400.0,False,27,NIFTY,PE,607.06
2026-08-28 15:20:00,2026-09-24,22500.0,False,27,NIFTY,CE,121.04
2026-08-28 15:20:00,2026-09-24,22500.0,False,27,NIFTY,PE,674.3
2026-08-28 15:20:00,2026-09-24,22600.0,False,27,NIFTY,CE,96.61
2026-08-28 15:20:00,2026-09-24,22600.0,False,27,NIFTY,PE,744.76
2026-08-28 15:20:00,2026-09-24,22700.0,False,27,NIFTY,CE,76.22
2026-08-28 15:20:00,2026-09-24,22700.0,False,27,NIFTY,PE,818.24
2026-08-28 15:20:00,2026-09-24,22800.0,False,27,NIFTY,CE,59.43
2026-08-28 15:20:00,2026-09-24,22800.0,False,27,NIFTY,PE,894.51
2026-08-28 15:20:00,2026-09-24,22900.0,False,27,NIFTY,CE,45.79
2026-08-28 15:20:00,2026-09-24,22900.0,False,27,NIFTY,PE,973.36
2026-08-28 15:20:00,2026-09-24,23000.0,False,27,NIFTY,CE,34.86
2026-08-28 15:20:00,2026-09-24,23000.0,False,27,NIFTY,PE,1054.59
2026-08-28 15:20:00,2026-09-24,23100.0,False,27,NIFTY,CE,26.21
2026-08-28 15:20:00,2026-09-24,23100.0,False,27,NIFTY,PE,1137.98
2026-08-28 15:20:00,2026-09-24,23200.0,False,27,NIFTY,CE,19.47
2026-08-28 15:20:00,2026-09-24,23200.0,False,27,NIFTY,PE,1223.33
